epoch,step,train_loss
0,9,1.881821632385254
0,19,1.420910358428955
0,29,1.0497245788574219
0,39,1.2929918766021729
0,49,1.0190491676330566
0,59,1.2568843364715576
0,69,0.9489387273788452
0,79,1.0671467781066895
0,89,1.008082389831543
0,99,1.0727940797805786
0,109,0.9908890128135681
0,119,1.127426028251648
0,129,1.0266220569610596
0,139,1.110751986503601
0,149,1.0965356826782227
0,159,0.9455006718635559
0,169,1.1557103395462036
0,179,0.8901693820953369
0,189,0.9727995991706848
0,199,1.1347942352294922
0,209,1.1809946298599243
0,219,1.1057275533676147
0,229,1.0002226829528809
0,239,0.9007385969161987
0,249,0.8820128440856934
0,259,0.9769171476364136
0,269,1.1834242343902588
0,279,1.1083073616027832
0,289,1.0079100131988525
0,299,0.8474704623222351
0,309,1.1754581928253174
0,319,1.0141651630401611
0,329,1.041894555091858
0,339,0.9765875339508057
0,349,0.7787411212921143
0,359,0.8877261281013489
0,369,1.0986515283584595
0,379,1.2450470924377441
0,389,0.9609870314598083
0,399,0.9053332805633545
0,409,0.8031851649284363
0,419,1.076981782913208
0,429,1.0586813688278198
0,439,0.9833422899246216
0,449,1.0409634113311768
0,459,0.8857359886169434
0,469,1.1146851778030396
0,479,0.9034446477890015
0,489,1.0579326152801514
0,499,0.9380509257316589
0,509,1.0745267868041992
0,519,0.9358299970626831
0,529,0.915022611618042
0,539,0.8260839581489563
0,549,1.0117956399917603
0,559,0.9677104949951172
0,569,1.010894775390625
0,579,0.9559726715087891
0,589,0.934483528137207
0,599,0.8026580810546875
0,609,0.9638043642044067
0,619,0.960373044013977
0,629,0.8772820830345154
0,639,0.8774305582046509
0,649,0.8621557354927063
0,659,0.8253705501556396
0,669,0.9835380911827087
0,679,0.8613964319229126
0,689,0.9179726839065552
0,699,0.8638664484024048
0,709,1.0037174224853516
0,719,1.100806713104248
0,729,0.9641352295875549
0,739,0.9192392826080322
0,749,0.9337916374206543
0,759,0.8365732431411743
0,769,0.7993799448013306
0,779,1.0541777610778809
0,789,0.9236565232276917
0,799,0.8185097575187683
0,809,0.8969706296920776
0,819,0.9017679691314697
0,829,0.7589569091796875
0,839,0.7418076992034912
0,849,1.0293275117874146
0,859,0.7956970930099487
0,869,0.7651380896568298
0,879,1.057857871055603
0,889,0.9297789335250854
0,899,0.9459556341171265
0,909,0.9222655296325684
0,919,0.9406948089599609
0,929,0.9939013719558716
0,939,1.1998181343078613
0,949,0.988537073135376
0,959,0.9903899431228638
0,969,0.999040961265564
0,979,0.9251303672790527
0,989,0.7878451347351074
0,999,0.9463040828704834
