sample_index,raw_model_text,raw_safe,raw_safe_error,strict_smiles,strict_decode_error,strict_qed,strict_sa,strict_is_first_unique,strict_quality_pass,strict_quality_counted,released_repaired_smiles,released_smiles,released_decode_error,released_qed,released_sa,released_is_first_unique,released_quality_pass,released_quality_counted,released_was_recovered,released_largest_component_applied
0,CC4(C)C.C23=O.O24.N13CN=C(O)[C@@H]15.C56.c16cccc(Br)c1,CC4(C)C.C23=O.O24.N13CN=C(O)[C@@H]15.C56.c16cccc(Br)c1,,CC(C)(C)OC(=O)N1CN=C(O)[C@@H]1Cc1cccc(Br)c1,,0.882962370431572,3.2557045860883704,True,True,True,CC(C)(C)OC(=O)N1CN=C(O)[C@@H]1Cc1cccc(Br)c1,CC(C)(C)OC(=O)N1CN=C(O)[C@@H]1Cc1cccc(Br)c1,,0.882962370431572,3.2557045860883704,True,True,True,False,False
1,CC4.c14cc5ncn1.N15CC/C1=N\c1ccccc1[N+](=O)[O-],CC4.c14cc5ncn1.N15CC/C1=N\c1ccccc1[N+](=O)[O-],,CCc1cc(N2CC/C2=N\c2ccccc2[N+](=O)[O-])ncn1,,0.6395909336709491,2.880767313230713,True,True,True,CCc1cc(N2CC/C2=N\c2ccccc2[N+](=O)[O-])ncn1,CCc1cc(N2CC/C2=N\c2ccccc2[N+](=O)[O-])ncn1,,0.6395909336709491,2.880767313230713,True,True,True,False,False
2,O=CC3.N34.c14ncc2c(n1)CC(=O)/2=C/c1ccccc1[N+](=O)[O-],O=CC3.N34.c14ncc2c(n1)CC(=O)/2=C/c1ccccc1[N+](=O)[O-],,,decode_returned_none,,,False,,False,NCC=O,NCC=O,,0.3994376503351135,3.200061508006442,True,False,False,True,False
3,CC7.c17cnnc5n1.N35.C34C6.c14ccc(F)c(Cl)c1.O6S(C)(=O)=O,CC7.c17cnnc5n1.N35.C34C6.c14ccc(F)c(Cl)c1.O6S(C)(=O)=O,,CCc1cnnc(NC(COS(C)(=O)=O)c2ccc(F)c(Cl)c2)n1,,0.743127513327415,3.3582281826016853,True,True,True,CCc1cnnc(NC(COS(C)(=O)=O)c2ccc(F)c(Cl)c2)n1,CCc1cnnc(NC(COS(C)(=O)=O)c2ccc(F)c(Cl)c2)n1,,0.743127513327415,3.3582281826016853,True,True,True,False,False
4,Cn1cc6cc17.N64.c14cnc2ncccc2n1.C87=O.O85.C15CCOCC1,Cn1cc6cc17.N64.c14cnc2ncccc2n1.C87=O.O85.C15CCOCC1,,Cn1cc(Nc2cnc3ncccc3n2)cc1C(=O)OC1CCOCC1,,0.7203761844344269,2.8455576271154825,True,True,True,Cn1cc(Nc2cnc3ncccc3n2)cc1C(=O)OC1CCOCC1,Cn1cc(Nc2cnc3ncccc3n2)cc1C(=O)OC1CCOCC1,,0.7203761844344269,2.8455576271154825,True,True,True,False,False
5,C#CC3.N349.C4C7.N87C.C85=O.C15CCC1.C96.c16ccc(F)c(C)c1,C#CC3.N349.C4C7.N87C.C85=O.C15CCC1.C96.c16ccc(F)c(C)c1,,C#CCN(CCN(C)C(=O)C1CCC1)Cc1ccc(F)c(C)c1,,0.7223011098382323,2.547968344402406,True,True,True,C#CCN(CCN(C)C(=O)C1CCC1)Cc1ccc(F)c(C)c1,C#CCN(CCN(C)C(=O)C1CCC1)Cc1ccc(F)c(C)c1,,0.7223011098382323,2.547968344402406,True,True,True,False,False
6,CC75.O76.c16ccc9cc1F.N19CCN%11CC1.C%11CCC%10.O8%10.C8%12=O.c1%12ccccc1.c15ccccc1,CC75.O76.c16ccc9cc1F.N19CCN%11CC1.C%11CCC%10.O8%10.C8%12=O.c1%12ccccc1.c15ccccc1,,CC(Oc1ccc(N2CCN(CCCCOC(=O)c3ccccc3)CC2)cc1F)c1ccccc1,,0.27636405504227646,2.6164628350661534,True,False,False,CC(Oc1ccc(N2CCN(CCCCOC(=O)c3ccccc3)CC2)cc1F)c1ccccc1,CC(Oc1ccc(N2CCN(CCCCOC(=O)c3ccccc3)CC2)cc1F)c1ccccc1,,0.27636405504227646,2.6164628350661534,True,False,False,False,False
7,N=C(S)N1CC[C@H]4C1.c14ccc2c(c1)OCO2.c13cccs1,N=C(S)N1CC[C@H]4C1.c14ccc2c(c1)OCO2.c13cccs1,,,decode_returned_none,,,False,,False,N=C(S)N1CC[C@H](c2ccc3c(c2)OCO3)C1.c1ccsc1,N=C(S)N1CC[C@H](c2ccc3c(c2)OCO3)C1,,0.45546403559644444,3.0942977532308724,True,False,False,True,True
8,CC4.c14ccc(NC8nn1.C18CCCCN15.C56.c16ccc9c7c1.O9C.O7C,CC4.c14ccc(NC8nn1.C18CCCCN15.C56.c16ccc9c7c1.O9C.O7C,,,decode_returned_none,,,False,,False,CC.COc1ccc(CN2CCCCC2)cc1OC,COc1ccc(CN2CCCCC2)cc1OC,,0.8005949084317474,1.5312006477746216,True,True,True,True,True
9,O=C1OCCN6CC1.c14cc5ncn1.c15cccnc1.C16CC1,O=C1OCCN6CC1.c14cc5ncn1.c15cccnc1.C16CC1,,,decode_returned_none,,,False,,False,O=C1CCN(C2CC2)CCO1.c1cncc(-c2ccncn2)c1,c1cncc(-c2ccncn2)c1,,0.6298098457686369,1.9709300229463,True,True,True,True,True
