epoch,step,train_loss
0,9,1.733992576599121
0,19,1.4172903299331665
0,29,1.144692063331604
0,39,1.440108060836792
0,49,1.080573558807373
0,59,1.3024520874023438
0,69,1.1195286512374878
0,79,1.2160669565200806
0,89,1.238058090209961
0,99,1.2731372117996216
0,109,1.1167510747909546
0,119,1.1382853984832764
0,129,1.1389816999435425
0,139,1.2995529174804688
0,149,1.1533187627792358
0,159,1.3140417337417603
0,169,1.2784333229064941
0,179,1.0233750343322754
0,189,1.1496920585632324
0,199,1.2968597412109375
0,209,1.4202519655227661
0,219,1.38948655128479
0,229,1.0973793268203735
0,239,1.0425596237182617
0,249,1.1616854667663574
0,259,1.093200445175171
0,269,1.2657241821289062
0,279,1.2057645320892334
0,289,1.0936787128448486
0,299,1.0290641784667969
0,309,1.169325828552246
0,319,1.065093755722046
0,329,1.1980292797088623
0,339,1.2309331893920898
0,349,0.9691237211227417
0,359,0.8985865116119385
0,369,1.138887643814087
0,379,0.9969197511672974
0,389,1.0328233242034912
0,399,1.0714670419692993
0,409,1.0429410934448242
0,419,1.1404067277908325
0,429,1.2413711547851562
0,439,1.0570433139801025
0,449,1.2029941082000732
0,459,1.0367684364318848
0,469,1.1501922607421875
0,479,1.0911247730255127
0,489,1.1199064254760742
0,499,1.138347864151001
0,509,1.185246467590332
0,519,1.1911636590957642
0,529,0.9578144550323486
0,539,0.9932208061218262
0,549,1.1296508312225342
0,559,1.1139323711395264
0,569,1.2134547233581543
0,579,1.1277740001678467
0,589,1.120511531829834
0,599,0.9145700931549072
0,609,1.1583373546600342
0,619,1.1445086002349854
0,629,1.1287274360656738
0,639,1.1112737655639648
0,649,1.0313349962234497
0,659,0.9933134317398071
0,669,1.0568803548812866
0,679,1.071946144104004
0,689,1.1910804510116577
0,699,1.0675482749938965
0,709,1.1499993801116943
0,719,1.2558369636535645
0,729,1.1069749593734741
0,739,1.009624719619751
0,749,1.1095519065856934
0,759,0.9455432891845703
0,769,0.9326832890510559
0,779,1.170952558517456
0,789,1.0937983989715576
0,799,1.0675663948059082
0,809,1.019559383392334
0,819,1.1331024169921875
0,829,1.0220086574554443
0,839,0.8764911890029907
0,849,1.2676641941070557
0,859,0.9457207322120667
0,869,0.8899863958358765
0,879,1.106147050857544
0,889,1.090717077255249
0,899,1.0439541339874268
0,909,1.043276071548462
0,919,1.1849699020385742
0,929,1.1420881748199463
0,939,1.2104920148849487
0,949,1.1441102027893066
0,959,1.0390077829360962
0,969,1.148673415184021
0,979,1.205625295639038
0,989,0.9564197659492493
0,999,1.1503241062164307
