epoch,step,train_loss
0,9,1.1423815488815308
0,19,0.9305910468101501
0,29,0.8231616020202637
0,39,0.9460310935974121
0,49,0.7309056520462036
0,59,0.9697799682617188
0,69,0.7352534532546997
0,79,0.8743258118629456
0,89,0.8903647661209106
0,99,0.9051206707954407
0,109,0.8077428340911865
0,119,0.7650259137153625
0,129,0.6941158771514893
0,139,0.914008617401123
0,149,0.7789408564567566
0,159,1.0989056825637817
0,169,0.9317205548286438
0,179,0.7406355738639832
0,189,0.8237277269363403
0,199,0.8912980556488037
0,209,0.9207645058631897
0,219,0.9683594703674316
0,229,0.7356762886047363
0,239,0.8355530500411987
0,249,0.8807902336120605
0,259,0.7722798585891724
0,269,0.9034601449966431
0,279,0.8611984848976135
0,289,0.791228711605072
0,299,0.7547444105148315
0,309,0.702082633972168
0,319,0.728229820728302
0,329,0.8356353640556335
0,339,0.8424044847488403
0,349,0.7154239416122437
0,359,0.5709269046783447
0,369,0.7872098684310913
0,379,0.6826440095901489
0,389,0.7989206314086914
0,399,0.7322872877120972
0,409,0.7467256188392639
0,419,0.7722071409225464
0,429,0.8680368661880493
0,439,0.7179263830184937
0,449,0.8223536610603333
0,459,0.7557352781295776
0,469,0.794812798500061
0,479,0.7210564017295837
0,489,0.7274823784828186
0,499,0.8181678056716919
0,509,0.7628124356269836
0,519,0.8340437412261963
0,529,0.6227356195449829
0,539,0.6509915590286255
0,549,0.6888955235481262
0,559,0.7629814147949219
0,569,0.8676889538764954
0,579,0.7361893057823181
0,589,0.8304942846298218
0,599,0.6176853179931641
0,609,0.7073410749435425
0,619,0.8602786660194397
0,629,0.824937105178833
0,639,0.8125040531158447
0,649,0.7085317969322205
0,659,0.7269894480705261
0,669,0.712783932685852
0,679,0.7652966976165771
0,689,0.9038137197494507
0,699,0.6829869747161865
0,709,0.8430531620979309
0,719,0.8031388521194458
0,729,0.7365460395812988
0,739,0.6935907602310181
0,749,0.7246717214584351
0,759,0.6549161076545715
0,769,0.6479379534721375
0,779,0.8029721975326538
0,789,0.7281863689422607
0,799,0.7657207250595093
0,809,0.6647680997848511
0,819,0.8350303173065186
0,829,0.795165479183197
0,839,0.6083192825317383
0,849,0.8460842370986938
0,859,0.6809366941452026
0,869,0.5849846601486206
0,879,0.8219286203384399
0,889,0.7872869372367859
0,899,0.7273327112197876
0,909,0.6514557600021362
0,919,0.8044938445091248
0,929,0.7406469583511353
0,939,0.7442033886909485
0,949,0.8073835372924805
0,959,0.705712080001831
0,969,0.8441840410232544
0,979,0.8588912487030029
0,989,0.7056000232696533
0,999,0.7313452363014221
